BioProject	id	Heterogeneous.Selection	Homogeneous.Selection	Dispersal.Limitation	Homogenizing.Dispersal	Drift.and.Others
PRJNA632607	SRR11786064	0.004415836	0.221352965	0.132241291	0.012443437	0.629546471
PRJNA632607	SRR11786065	0	0.155265468	0.165819116	0.017134745	0.661780671
PRJNA632607	SRR11786066	0.002846379	0.224448071	0.235502847	0.001494319	0.535708384
PRJNA632607	SRR11786067	0	0.218447938	0.177156436	0.002045642	0.602349983
PRJNA632607	SRR11786068	0.002144501	0.151297373	0.256074505	0.008066819	0.582416801
PRJNA632607	SRR11786069	0	0.208425858	0.210641029	0.004062028	0.576871084
PRJNA632607	SRR11786070	0.002481321	0.162352413	0.248496644	0.006209753	0.580459868
PRJNA632607	SRR11786071	0	0.182892832	0.084680039	0.002593017	0.729834112
PRJNA632607	SRR11786072	0.008815062	0.283260276	0.120219942	0.000396811	0.587307908
PRJNA632607	SRR11786073	0.002777909	0.235628747	0.156628617	0.021534727	0.58343
PRJNA632607	SRR11786074	0.002903302	0.242668734	0.11709899	0.035620135	0.601708839
PRJNA632607	SRR11786075	0.004260648	0.219837659	0.177769828	0.018758072	0.579373793
PRJNA632607	SRR11786076	0.00040125	0.155290714	0.236340941	0.006663959	0.601303136
PRJNA632607	SRR11786077	0.000222409	0.216974539	0.186925021	0.009022777	0.586855254
PRJNA632607	SRR11786078	0.000634285	0.153909993	0.156231204	0.008170817	0.681053701
PRJNA632607	SRR11786079	0.007340009	0.141143144	0.188580866	0.019088864	0.643847117
PRJNA632607	SRR11786080	0.001734391	0.117246321	0.095574916	0.002524861	0.782919511
PRJNA632607	SRR11786081	0.001730906	0.225751596	0.160345708	0.005878016	0.606293773
PRJNA632607	SRR11786082	0.01200125	0.095345692	0.215159416	0.006779726	0.670713916
PRJNA632607	SRR11786083	0.057361324	0.077343712	0.23412292	0.017853325	0.613318719
PRJNA632607	SRR11786084	0.006400489	0.15511852	0.18033779	0.015203037	0.642940164
PRJNA632607	SRR11786085	0.003271662	0.170421541	0.220655502	0.01963081	0.586020484
PRJNA632607	SRR11786086	0.00761261	0.169833167	0.222822742	0.018386105	0.581345376
PRJNA632607	SRR11786087	0.005781103	0.170958444	0.247684632	0.013820145	0.561755676
PRJNA632607	SRR11786088	0.004048616	0.15958222	0.160199354	0.005426581	0.670743229
PRJNA632607	SRR11786089	0.003337705	0.096179483	0.203541	0.006022857	0.690918956
PRJNA632607	SRR11786090	0.014565474	0.197453514	0.174355242	0.010146625	0.603479145
PRJNA632607	SRR11786091	0.003238697	0.10546815	0.222020302	0.005667815	0.663605036
PRJNA632607	SRR11786092	0.002293093	0.145541271	0.275021306	0.003877685	0.573266645
PRJNA632607	SRR11786093	0.000234933	0.117656149	0.291382523	0.00693502	0.583791376
PRJNA632607	SRR11786094	0.020827579	0.179121189	0.216725415	0.01866062	0.564665197
PRJNA632607	SRR11786095	0.008818618	0.140565774	0.195445125	0.012507785	0.642662699
PRJNA632607	SRR11786096	0.005964224	0.18494738	0.160585533	0.007052715	0.641450149
PRJNA659056	SRR12526866	0	0.196051561	0.326740739	0.033127235	0.444080465
PRJNA659056	SRR12526876	0.023443829	0.065182491	0.342864277	0.009831808	0.558677596
PRJNA659056	SRR12526877	0.035803877	0.29590558	0.14988757	0.007076985	0.511325988
PRJNA659056	SRR12526878	0.032700394	0.240536602	0.17712508	0.031987138	0.517650786
PRJNA659056	SRR12526879	0.025032265	0.260155048	0.218930399	0.006699792	0.489182496
PRJNA659056	SRR12526880	0.007850414	0.317280801	0.280287184	0.025660665	0.368920935
PRJNA659056	SRR12526881	0.043736264	0.348732452	0.199161042	0.009675754	0.398694488
PRJNA659056	SRR12526882	0.012693729	0.06091944	0.498759128	0.012154412	0.415473291
PRJNA659056	SRR12526883	0.005056564	0.314892438	0.259695554	0.007354705	0.413000738
PRJNA659056	SRR12526884	0.003735525	0.392078496	0.308227212	0.012404765	0.283554002
PRJNA659056	SRR12526885	0.006783737	0.307153967	0.285993462	0.022131893	0.377936941
PRJNA659056	SRR12526886	0.009888412	0.502427711	0.184019063	0.016486298	0.287178517
PRJNA659056	SRR12526887	0.027684331	0.293683283	0.26055307	0.022368295	0.395711022
PRJNA659056	SRR12526888	0.01753652	0.257875995	0.318434425	0.026634858	0.379518203
PRJNA659056	SRR12526889	0.018140285	0.21435867	0.279204516	0.027297092	0.460999436
PRJNA659056	SRR12526890	0.0088648	0.111897939	0.390370811	0.032073688	0.456792762
PRJNA659056	SRR12526891	0.009427502	0.195366874	0.306433386	0.033530288	0.45524195
PRJNA659056	SRR12526892	0.006665503	0.306279078	0.422243494	0.026766282	0.238045643
PRJNA659056	SRR12526893	0.006784005	0.38972922	0.1995941	0.034754556	0.36913812
PRJNA659056	SRR12526894	0.009860983	0.300800029	0.25851047	0.041194153	0.389634366
PRJNA659056	SRR12526895	0.0216565	0.522817875	0.147573645	0.007805847	0.300146133
PRJNA659056	SRR12526896	0.016812333	0.321000431	0.215215325	0.028629015	0.418342896
PRJNA659056	SRR12526897	0.010563055	0.3619537	0.18900563	0.040721909	0.397755707
PRJNA659056	SRR12526898	0.008641963	0.162909988	0.360853031	0.028010656	0.439584362
PRJNA659056	SRR12526899	0.007515317	0.347358807	0.227207018	0.043031953	0.374886904
PRJNA659056	SRR12526900	0.016917348	0.171835371	0.290216172	0.024901999	0.496129109
PRJNA659056	SRR12526901	0.013628752	0.145530764	0.361239298	0.041245003	0.438356183
PRJNA659056	SRR12526902	0.006410929	0.378349933	0.149444608	0.021176498	0.444618031
PRJNA659056	SRR12526903	0.012966307	0.271072242	0.29449136	0.015557185	0.405912905
PRJNA659056	SRR12526904	0.015352474	0.295471523	0.255093474	0.010825859	0.42325667
PRJNA659056	SRR12526905	0.025356556	0.321612023	0.254047199	0.016370217	0.382614004
PRJNA659056	SRR12526906	0.018505875	0.299559216	0.242262135	0.019112737	0.420560038
PRJNA659056	SRR12526907	0.008719407	0.289207338	0.276117052	0.012644931	0.413311272
PRJNA659056	SRR12526908	0.014070996	0.284899412	0.259165676	0.013633997	0.42822992
PRJNA659056	SRR12526909	0.014441927	0.316725032	0.251592936	0.018269433	0.398970672
PRJNA659056	SRR12526910	0.011618862	0.331427324	0.287099487	0.017855365	0.351998962
PRJNA659056	SRR12526911	0.008081942	0.273199914	0.276604719	0.035126524	0.406986901
PRJNA659056	SRR12526912	0.020781733	0.32611304	0.271239454	0.019475258	0.362390514
PRJNA659056	SRR12526913	0.007581471	0.285005474	0.276983055	0.018012061	0.412417939
PRJNA659056	SRR12526914	0.016095603	0.307315234	0.298131895	0.05043519	0.328022078
PRJNA659056	SRR12526915	0.01124692	0.286000939	0.350416061	0.04273473	0.30960135
PRJNA659056	SRR12526916	0.012266699	0.286561145	0.267486795	0.019960978	0.413724383
PRJNA659056	SRR12526917	0.006444857	0.278595735	0.259160806	0.017297182	0.438501421
PRJNA659056	SRR12526918	0.004891426	0.2938281	0.22053676	0.015971014	0.4647727
PRJNA659056	SRR12526919	0.008194372	0.219139229	0.321240756	0.018504465	0.432921178
PRJNA659056	SRR12526920	0.008267056	0.294006249	0.276351119	0.012326186	0.40904939
PRJNA659056	SRR12526921	0.00593485	0.264439026	0.250828028	0.02459936	0.454198736
PRJNA659056	SRR12526922	0.010869094	0.266786286	0.313581922	0.019961565	0.388801132
PRJNA659056	SRR12526923	0.007931665	0.302559468	0.248920718	0.019326731	0.421261418
PRJNA659056	SRR12526924	0.013837339	0.27254933	0.322801552	0.022455404	0.368356374
PRJNA659056	SRR12526925	0.012779498	0.252208805	0.253977134	0.018705385	0.462329178
PRJNA659056	SRR12526926	0.011722515	0.266113053	0.22731212	0.020437996	0.474414317
PRJNA659056	SRR12526927	0.009082778	0.28444254	0.28601343	0.04011708	0.380344171
PRJNA659056	SRR12526928	0.010480208	0.302146618	0.272246124	0.041436444	0.373690606
PRJNA659056	SRR12526929	0.004810359	0.239363878	0.287997554	0.011032015	0.456796194
PRJNA659056	SRR12526930	0.012575956	0.357797941	0.319838196	0.028530732	0.281257176
PRJNA659056	SRR12526931	0.009267905	0.297246031	0.320552331	0.030658161	0.342275572
PRJNA659056	SRR12526932	0.00780971	0.232938331	0.296185604	0.010883672	0.452182683
PRJNA659056	SRR12526933	0.007572036	0.289814972	0.289134404	0.015662506	0.397816082
PRJNA659056	SRR12526934	0.009253161	0.242820894	0.292844557	0.013961546	0.441119842
PRJNA659056	SRR12526935	0.01941143	0.246980177	0.368574052	0.018733472	0.346300869
PRJNA659056	SRR12526936	0.008213085	0.246763572	0.337425515	0.015302683	0.392295145
PRJNA659056	SRR12526937	0.005856577	0.270692033	0.261191208	0.008926518	0.453333664
PRJNA659056	SRR12526938	0.02749397	0.252888471	0.345968309	0.01639316	0.357256089
PRJNA659056	SRR12526943	0.008707678	0.303565056	0.301136929	0.015142857	0.371447479
PRJNA659056	SRR12526954	0.008174976	0.253742587	0.300932357	0.017611644	0.419538436
PRJNA659056	SRR12526965	0.008513289	0.259333732	0.302257338	0.020998408	0.408897233
PRJNA659056	SRR12526976	0.008221687	0.322438004	0.292866461	0.012815509	0.363658338
PRJNA659056	SRR12526987	0.008831939	0.290292988	0.314664451	0.021606084	0.364604538
PRJNA659056	SRR12526988	0.032416786	0.231119158	0.265341687	0.018642293	0.452480076
PRJNA659056	SRR12526989	0.00481834	0.254881519	0.335791597	0.02038268	0.384125864
PRJNA682830	SRR24492479	0.000689755	0.153083987	0.145912831	0.021152289	0.679161138
PRJNA682830	SRR24492480	0	0.180152451	0.28312071	0.003728358	0.532998481
PRJNA682830	SRR24492481	0.000815068	0.184724516	0.278678465	0.007649167	0.528132784
PRJNA682830	SRR24492482	0.002859441	0.238817802	0.192674143	0.001031591	0.564617023
PRJNA682830	SRR24492483	0.005969628	0.18643592	0.151366668	0.006212415	0.650015369
PRJNA682830	SRR24492484	0.001426616	0.192150591	0.210482152	0.003228213	0.592712429
PRJNA682830	SRR24492485	0.001541057	0.183787804	0.214022355	1.55906518451536e-05	0.600633194
PRJNA682830	SRR24492486	0.003774928	0.106352816	0.206392479	0.00366557	0.679814207
PRJNA682830	SRR24492487	0.003431971	0.235054991	0.16815033	0.001870529	0.591492178
PRJNA682830	SRR24492488	0.009073695	0.22055488	0.264109438	0.004984182	0.501277805
PRJNA682830	SRR24492489	0.0015747	0.247579867	0.144877591	0.002277201	0.603690641
PRJNA682830	SRR24492490	0.006284643	0.218507469	0.147267148	0.00604532	0.621895419
PRJNA682830	SRR24492491	0.004552674	0.183699454	0.203951836	0.005639634	0.602156403
PRJNA682830	SRR24492492	0.004152707	0.243934006	0.252165095	0.002682532	0.49706566
PRJNA682830	SRR24492493	0.001448747	0.257637321	0.212708476	0.007260956	0.520944501
PRJNA682830	SRR24492494	0.004076566	0.238031746	0.189816881	0.010980836	0.557093972
PRJNA682830	SRR24492495	0.001779081	0.213912124	0.251486157	0.008306388	0.524516251
PRJNA682830	SRR24492496	0.004187122	0.209983888	0.171951842	0.010446205	0.603430943
PRJNA682830	SRR24492497	0.004572709	0.205137985	0.153021929	0.008642399	0.628624977
PRJNA682830	SRR24492498	0.004437376	0.218677683	0.166541773	0.00646552	0.603877649
PRJNA682830	SRR24492499	0.001924034	0.206283544	0.197369121	0.01429327	0.580130031
PRJNA682830	SRR24492500	0.025596225	0.070854223	0.453785515	0.004439675	0.445324362
PRJNA682830	SRR24492501	0.006466227	0.160361361	0.361901758	0.006421399	0.464849255
PRJNA682830	SRR24492502	0.004035461	0.115068704	0.40866494	0.00656426	0.465666634
PRJNA682830	SRR24492503	0.004944684	0.131935168	0.316586276	0.004256233	0.542277639
PRJNA682830	SRR24492504	0.00184759	0.18135213	0.288397678	0.009781991	0.518620611
PRJNA682830	SRR24492505	0.002163933	0.16928204	0.307975079	0.013399938	0.50717901
PRJNA682830	SRR24492506	0.002840433	0.151371294	0.347339097	0.008742975	0.489706201
PRJNA682830	SRR24492507	0.006501125	0.134205944	0.335425597	0.010645902	0.513221432
PRJNA682830	SRR24492508	0.003243077	0.210758876	0.18459935	0.007134496	0.594264201
PRJNA682830	SRR24492509	0.004307508	0.19021395	0.224134702	0.005220937	0.576122903
PRJNA682830	SRR24492510	0.006722577	0.185019688	0.254000044	0.008399593	0.545858098
PRJNA682830	SRR24492511	0.013438822	0.189060317	0.294585919	0.008470249	0.494444693
PRJNA682830	SRR24492512	0.012349895	0.126550507	0.415078262	0.011804094	0.434217241
PRJNA682830	SRR24492513	0.002796817	0.105374218	0.421120875	0.009156718	0.461551372
PRJNA682830	SRR24492514	0.004310996	0.130009936	0.374359159	0.010930597	0.480389313
PRJNA682830	SRR24492515	0.007851346	0.112687319	0.428471202	0.011284206	0.439705927
PRJNA682830	SRR24492516	0.005982161	0.089377388	0.40361636	0.011731221	0.48929287
PRJNA682830	SRR24492517	0.005332268	0.114825305	0.432379868	0.013504811	0.433957748
PRJNA682830	SRR24492518	0.007085449	0.111623629	0.444965007	0.015779815	0.4205461
PRJNA682830	SRR24492519	0.005865536	0.112722808	0.398117155	0.01121149	0.472083011
PRJNA682830	SRR24492520	0.005047527	0.105305379	0.425321077	0.01103189	0.453294127
PRJNA682830	SRR24492521	0.004257475	0.165617598	0.294888101	0.004778979	0.530457847
PRJNA682830	SRR24492522	0.005109633	0.155723962	0.380909957	0.013729505	0.444526943
PRJNA682830	SRR24492523	0.005429143	0.130788043	0.393241698	0.012849697	0.457691418
PRJNA682830	SRR24492524	0.006435464	0.092552237	0.438003813	0.01802111	0.444987376
PRJNA682830	SRR24492525	0.004899034	0.120965348	0.38636045	0.014482362	0.473292806
PRJNA682830	SRR24492533	0.011044025	0.233531882	0.262087007	0.002168285	0.491168801
PRJNA682830	SRR24492544	0.009379287	0.195708905	0.259749639	0.011184813	0.523977357
PRJNA682830	SRR24492545	0.007847795	0.198061259	0.312457029	0.003046728	0.47858719
PRJNA682830	SRR24492556	0.017562229	0.161080814	0.315993193	0.006813442	0.498550323
PRJNA682830	SRR24492561	0.008524337	0.14825394	0.304864177	0.009737022	0.528620524
PRJNA682830	SRR24492562	0.006310488	0.194203587	0.32846237	0.005314335	0.465709219
PRJNA682830	SRR24492573	0.010219868	0.181599157	0.258762954	0.008036155	0.541381865
PRJNA682830	SRR24492584	0.002737461	0.181199637	0.264964609	0.012951419	0.538146874
PRJNA682830	SRR24492599	0.008785893	0.182194184	0.305914139	0.009575706	0.493530078
PRJNA682830	SRR24492610	0.007955235	0.189957667	0.294038638	0.004780997	0.503267464
PRJNA682830	SRR24492621	0.002301313	0.245356568	0.207413635	0.010101523	0.534826961
PRJNA682830	SRR24492622	0.0055506	0.213637738	0.297319185	0.009036356	0.474456121
PRJNA682830	SRR24492623	0.003293703	0.180132041	0.335351132	0.009510534	0.47171259
PRJNA682830	SRR24492624	0.003335533	0.188576344	0.254094739	0.009164877	0.544828507
PRJNA682830	SRR24492625	0.006547326	0.191179306	0.311401866	0.010571067	0.480300435
PRJNA682830	SRR24492626	0.005478403	0.125899743	0.381443256	0.01244556	0.474733038
PRJNA682830	SRR24492627	0.009679859	0.19489689	0.309577366	0.018197797	0.467648088
PRJNA682830	SRR24492628	0.00477568	0.230077711	0.269022267	0.004735681	0.491388661
PRJNA682830	SRR24492629	0.007216984	0.201277221	0.305634859	0.016576235	0.469294701
PRJNA682830	SRR24492630	0.00433653	0.122528611	0.423312815	0.01275626	0.437065784
PRJNA682830	SRR24492631	0.011889641	0.1242482	0.38924097	0.011873924	0.462747264
PRJNA682830	SRR24492632	0.044054037	0.213061095	0.326903623	0.010887683	0.405093562
PRJNA682830	SRR24492633	0.01542474	0.179759649	0.320667258	0.01002246	0.474125893
PRJNA682830	SRR24492634	0.009703685	0.182189086	0.301044243	0.011102771	0.495960215
PRJNA682830	SRR24492635	0.006716847	0.164637397	0.356035613	0.013888573	0.45872157
PRJNA682830	SRR24492636	0.004540505	0.17403936	0.281591816	0.008629199	0.53119912
PRJNA682830	SRR24492637	0.00589933	0.163816416	0.273772264	0.006474635	0.550037355
PRJNA682830	SRR24492638	0.003611534	0.220427291	0.275851871	0.006579423	0.493529881
PRJNA682830	SRR24492639	0.013256347	0.21882279	0.301193053	0.015482541	0.451245269
PRJNA682830	SRR24492640	0.007496795	0.248407161	0.271739758	0.009654641	0.462701646
PRJNA682830	SRR24492641	0.002534425	0.201370903	0.229092659	0.00868809	0.558313923
PRJNA682830	SRR24492642	0.005395233	0.214869908	0.237386524	0.011498618	0.530849717
PRJNA682830	SRR24492643	0.005767707	0.150132618	0.366463774	0.014732192	0.462903708
PRJNA682830	SRR24492644	0.00603313	0.156196508	0.387964995	0.015116651	0.434688717
PRJNA682830	SRR24492645	0.008265161	0.177358401	0.319561942	0.004656779	0.490157718
PRJNA682830	SRR24492646	0.004288363	0.153178287	0.321536483	0.008741438	0.51225543
PRJNA682830	SRR24492647	0.0124595	0.156075662	0.364305741	0.011663741	0.455495356
PRJNA682830	SRR24492648	0.006412621	0.087412803	0.39007668	0.011756723	0.504341174
PRJNA682830	SRR24492659	0.004836371	0.146445083	0.316778494	0.008791301	0.523148751
PRJNA682830	SRR24492670	0.023373569	0.22172664	0.277307604	0.022176707	0.455415479
PRJNA682830	SRR24492681	0.017172271	0.233617836	0.275793459	0.014734072	0.458682363
PRJNA682830	SRR24492696	0.005268086	0.224450404	0.254643072	0.00651039	0.509128048
PRJNA682830	SRR24492707	0.009554165	0.195501095	0.346151266	0.012645177	0.436148298
PRJNA682830	SRR24492724	0.004377648	0.193297671	0.314367806	0.007209004	0.480747871
PRJNA682830	SRR24492735	0.002596514	0.218202158	0.230933388	0.004713569	0.543554371
PRJNA682830	SRR24492746	0.008522919	0.18976949	0.297527024	0.013341205	0.490839362
PRJNA682830	SRR24492750	0.016173722	0.221763608	0.289934897	0.015656562	0.456471211
PRJNA682830	SRR24492761	0.008815019	0.163469039	0.327206837	0.006319456	0.494189649
PRJNA682830	SRR24492770	0.005188345	0.204920215	0.288060504	0.005715103	0.496115833
PRJNA682830	SRR24492771	0.006962958	0.12802302	0.347211907	0.014472178	0.503329938
PRJNA682830	SRR24492772	0.013379984	0.146564822	0.382607443	0.008718858	0.448728894
PRJNA682830	SRR24492773	0.002397896	0.190607308	0.262641462	0.004668689	0.539684644
PRJNA682830	SRR24492774	0.008208481	0.137130494	0.329432383	0.003295868	0.521932773
PRJNA682830	SRR24492775	0.002904572	0.140344481	0.338155355	0.008020861	0.510574731
PRJNA682830	SRR24492776	0.005617858	0.149490738	0.359875578	0.00700652	0.478009306
PRJNA682830	SRR24492777	0.005064266	0.176761475	0.317049487	0.005866302	0.49525847
PRJNA682830	SRR24492778	0.009328656	0.206841836	0.302876106	0.011249489	0.469703913
PRJNA682830	SRR24492779	0.002223949	0.202922188	0.225669624	0.009675648	0.55950859
PRJNA682830	SRR24492780	0.002647691	0.207127034	0.189094886	0.009919685	0.591210703
PRJNA682830	SRR24492781	0.009583997	0.17058233	0.294215356	0.006015823	0.519602495
PRJNA682830	SRR24492782	0.010082812	0.185022541	0.313122672	0.006201641	0.485570333
PRJNA682830	SRR24492783	0.011129801	0.195232731	0.346062061	0.01426139	0.433314017
PRJNA682830	SRR24492784	0.00341967	0.191607428	0.289284692	0.007887826	0.507800384
PRJNA682830	SRR24492785	0.006630863	0.239542133	0.259036351	0.0099797	0.484810954
PRJNA718337	SRR14122752	0	0.361222218	0.03450905	0.240524733	0.363743999
PRJNA718337	SRR14122753	0	0.42293522	0.053508389	0.080076097	0.443480294
PRJNA718337	SRR14122754	0.00904056	0.309309911	0.063595188	0.028012897	0.590041445
PRJNA718337	SRR14122755	0.012680305	0.325097652	0.002320662	0.000113033	0.659788348
PRJNA718337	SRR14122756	0.003146522	0.315960247	0.117117755	0.022241476	0.541534
PRJNA718337	SRR14122757	0.004801731	0.277517297	0.031771476	0.012362912	0.673546584
PRJNA718337	SRR14122758	0.005773952	0.287260628	0.025929156	0.011165125	0.66987114
PRJNA718337	SRR14122759	0.005824782	0.188921707	0.035662078	8.1734494190499e-05	0.769509699
PRJNA718337	SRR14122760	0.00486923	0.347426208	0.07466022	0.029714204	0.543330139
PRJNA718337	SRR14122761	0.001398766	0.367860548	0.087377815	0.018117939	0.525244932
PRJNA718337	SRR14122762	0.002385006	0.346583353	0.070846559	0.033402973	0.54678211
PRJNA718337	SRR14122763	0.004770258	0.327879207	0.174898325	0.037992152	0.454460058
PRJNA718337	SRR14122764	0.000710583	0.226728618	0.01792479	0.0052986	0.749337409
PRJNA718337	SRR14122765	0.004838058	0.309579231	0.114712186	0.030622716	0.540247808
PRJNA718337	SRR14122766	0.000753034	0.252672915	0.061253549	0.016180394	0.669140107
PRJNA718337	SRR14122767	0.004322056	0.255903424	0.037105919	0.020390335	0.682278266
PRJNA718337	SRR14122768	0.012536331	0.240333546	0.327009409	0.014006889	0.406113825
PRJNA718337	SRR14122769	0.007119225	0.186396547	0.340550002	0.018034625	0.447899601
PRJNA718337	SRR14122770	0.014866757	0.213137266	0.163119557	0.006208152	0.602668269
PRJNA718337	SRR14122771	0.031508554	0.206595385	0.240084801	0.018786938	0.503024321
PRJNA718337	SRR14122772	0.008642884	0.332116657	0.158407989	0.081063849	0.419768621
PRJNA718337	SRR14122773	0.018675196	0.184556108	0.318927087	0.024016374	0.453825235
PRJNA718337	SRR14122774	0.015142693	0.249726627	0.390588923	0.01456553	0.329976227
PRJNA718337	SRR14122775	0.004461979	0.222253259	0.159029269	0.04200283	0.572252663
PRJNA718337	SRR14122776	0.008195149	0.286133265	0.285675711	0.027545007	0.392450868
PRJNA718337	SRR14122777	0.001668997	0.261592356	0.131730797	0.01919048	0.585817369
PRJNA718337	SRR14122778	0.029340719	0.301101686	0.279565738	0.017821332	0.372170525
PRJNA718337	SRR14122779	0.007855739	0.269114387	0.188610016	0.023263335	0.511156523
PRJNA718337	SRR14122780	0.004275578	0.238338171	0.075742005	0.030024015	0.651620231
PRJNA718337	SRR14122781	0.011041995	0.209913822	0.332681187	0.033611275	0.412751721
PRJNA718337	SRR14122782	0.003458669	0.279734474	0.14616298	0.016144335	0.554499542
PRJNA718337	SRR14122783	0.005876782	0.23103617	0.299042816	0.022525911	0.441518321
PRJNA718337	SRR14122784	0.008741389	0.204110044	0.144994717	0.051741409	0.590412441
PRJNA718337	SRR14122785	0.006178536	0.279845709	0.154888251	0.023372224	0.53571528
PRJNA718337	SRR14122786	0.00355291	0.287441501	0.135312686	0.017565324	0.55612758
PRJNA718337	SRR14122787	0.003985375	0.286380801	0.14422433	0.015789562	0.549619932
PRJNA718337	SRR14122788	0.009341924	0.249297715	0.139817285	0.053131742	0.548411334
PRJNA718337	SRR14122789	0.003105221	0.211158857	0.24188539	0.037039508	0.506811024
PRJNA718337	SRR14122790	0.004813957	0.254127658	0.338166758	0.02869037	0.374201256
PRJNA718337	SRR14122791	0.00338003	0.282559638	0.223792596	0.02815411	0.462113627
PRJNA718337	SRR14122792	0.002268723	0.198178059	0.170034149	0.043898994	0.585620075
PRJNA718337	SRR14122793	0.002047162	0.288172118	0.07166233	0.014184625	0.623933765
PRJNA718337	SRR14122794	0.016141912	0.221995953	0.284940072	0.019233512	0.457688551
PRJNA718337	SRR14122795	0.006336765	0.205203508	0.160004385	0.007956899	0.620498443
PRJNA718337	SRR14122796	0.011043611	0.236030372	0.215761486	0.022097948	0.515066583
PRJNA718337	SRR14122797	0.00995264	0.221786163	0.308937592	0.017865201	0.441458404
PRJNA718337	SRR14122798	0.023051162	0.198614607	0.408710548	0.017302169	0.352321514
PRJNA718337	SRR14122799	0.00716875	0.264869181	0.208737221	0.023961441	0.495263407
PRJNA718337	SRR14122800	0.005884663	0.205422436	0.246962532	0.040438515	0.501291854
PRJNA718337	SRR14122801	0.004329575	0.227266567	0.189523765	0.029832267	0.549047826
PRJNA718337	SRR14122802	0.00546842	0.222056545	0.422393889	0.023520473	0.326560673
PRJNA718337	SRR14122803	0.00916092	0.222381268	0.064191332	0.002078196	0.702188285
PRJNA718337	SRR14122804	0.011190482	0.165308101	0.416079125	0.028283933	0.379138358
PRJNA718337	SRR14122805	0.008729933	0.326575614	0.23870839	0.058555878	0.367430184
PRJNA718337	SRR14122806	0.008047467	0.271744982	0.139772263	0.042500875	0.537934413
PRJNA718337	SRR14122807	0.004912603	0.273247311	0.177616847	0.035783569	0.50843967
PRJNA718337	SRR14122808	0.009716908	0.360053936	0.219745365	0.100624679	0.309859113
PRJNA718337	SRR14122809	0.012567839	0.281890772	0.140269629	0.012372509	0.552899251
PRJNA718337	SRR14122810	0.009189215	0.273625244	0.169097	0.023880109	0.524208432
PRJNA718337	SRR14122811	0.006590205	0.314542132	0.216349991	0.017984849	0.444532822
PRJNA718337	SRR14122812	0.003906055	0.284219198	0.15321617	0.030762745	0.527895832
PRJNA718337	SRR14122813	0.00646248	0.219096252	0.210954675	0.025345777	0.538140815
PRJNA718337	SRR14122814	0.008400191	0.242576838	0.111153773	0.0277087	0.610160498
PRJNA718337	SRR14122815	0.010223767	0.330808144	0.203378153	0.039321057	0.41626888
PRJNA718337	SRR14122816	0.010266963	0.301588319	0.197958388	0.019840456	0.470345875
PRJNA718337	SRR14122817	0.005094897	0.283908405	0.132528417	0.03128311	0.54718517
PRJNA718337	SRR14122818	0.004342424	0.315252938	0.19419554	0.056978638	0.429230459
PRJNA718337	SRR14122819	0.007916091	0.292317603	0.2118583	0.069240407	0.418667599
PRJNA718337	SRR14122820	0.006233624	0.335239786	0.201096072	0.063335033	0.394095485
PRJNA718337	SRR14122821	0.00112826	0.240989642	0.141470413	0.056426163	0.559985523
PRJNA718337	SRR14122822	0.004784042	0.239960713	0.190235185	0.030481605	0.534538456
PRJNA718337	SRR14122823	0.008008591	0.322008616	0.21311864	0.046794626	0.410069527
PRJNA718337	SRR14122824	0.00340257	0.291546928	0.169783906	0.031441875	0.503824721
PRJNA718337	SRR14122825	0.007010532	0.250290792	0.30508196	0.027421113	0.410195603
PRJNA718337	SRR14122826	0.036269673	0.212263082	0.235923487	0.033055815	0.482487942
PRJNA718337	SRR14122827	0.003106175	0.277905596	0.242304301	0.04291201	0.433771918
PRJNA718337	SRR14122828	0.016855312	0.236468674	0.255411271	0.01696212	0.474302623
PRJNA718337	SRR14122829	0.013144223	0.220829793	0.279602022	0.026442243	0.459981718
PRJNA718337	SRR14122830	0.006601973	0.313169635	0.183177998	0.036305564	0.46074483
PRJNA718337	SRR14122831	0.006479294	0.33515378	0.188135043	0.056831921	0.413399963
PRJNA718337	SRR14122832	0.005499602	0.36115508	0.207078579	0.023635584	0.402631156
PRJNA718337	SRR14122833	0.008058199	0.340397145	0.247477986	0.021236317	0.382830353
PRJNA718337	SRR14122834	0.006505914	0.361996	0.197522409	0.043849056	0.390126621
PRJNA718337	SRR14122835	0.003011749	0.270920199	0.122288207	0.057151793	0.546628052
PRJNA718337	SRR14122836	0.00547077	0.330097797	0.181345128	0.044757594	0.43832871
PRJNA718337	SRR14122837	0.00406678	0.343399889	0.215367176	0.057843151	0.379323005
PRJNA718337	SRR14122838	0.004290074	0.342553962	0.19793042	0.041598363	0.413627182
PRJNA718337	SRR14122839	0.006358357	0.326754531	0.159823952	0.027621621	0.479441538
PRJNA718337	SRR14122840	0.005503755	0.315785066	0.185804285	0.053586515	0.439320378
PRJNA718337	SRR14122841	0.006111262	0.361107173	0.20330181	0.076120347	0.353359408
PRJNA718337	SRR14122842	0.005096324	0.370162401	0.16702735	0.029830313	0.427883613
PRJNA718337	SRR14122843	0.006130855	0.264304568	0.165307345	0.05435954	0.509897691
PRJNA718337	SRR14122844	0.003678272	0.298038075	0.161871437	0.052306526	0.48410569
PRJNA718337	SRR14122845	0.002779407	0.341752465	0.170289121	0.05313055	0.432048457
PRJNA718337	SRR14122846	0.004730876	0.363081285	0.195990132	0.040561831	0.395635876
