BioProject	id	Heterogeneous.Selection	Homogeneous.Selection	Dispersal.Limitation	Homogenizing.Dispersal	Drift.and.Others
PRJNA718337	SRR14144898	0.007188337	0.301883639	0.279540852	0.002317331	0.409069842
PRJNA718337	SRR14144899	0.015854067	0.335607689	0.211727393	0.000720047	0.436090803
PRJNA718337	SRR14144900	0.011515139	0.186103688	0.366561529	0.00197007	0.433849574
PRJNA718337	SRR14144901	0.006203655	0.352919247	0.292494554	0.002834413	0.345548131
PRJNA718337	SRR14144902	0.007236927	0.315766119	0.261750579	0.001976215	0.41327016
PRJNA718337	SRR14144903	0.002921408	0.204339261	0.425474209	0.003157008	0.364108114
PRJNA718337	SRR14144904	0.024022333	0.204922841	0.385874968	0.003535063	0.381644796
PRJNA718337	SRR14144905	0.013722642	0.240357586	0.344948018	0.002049676	0.398922078
PRJNA718337	SRR14144906	0.023500679	0.128372903	0.424901654	0.003326551	0.419898213
PRJNA718337	SRR14144907	0.054091894	0.187456081	0.349293783	0.003478577	0.405679666
PRJNA761493	SRR15809807	0.086185966	0.432235224	0.327718004	0.059629551	0.094231254
PRJNA761493	SRR15809808	0.075707359	0.524135246	0.24207198	0.062978786	0.095106629
PRJNA761493	SRR15809810	0.074706682	0.522989993	0.266141971	0.05853457	0.077626784
PRJNA761493	SRR15809812	0.079944706	0.404230673	0.334951651	0.077778326	0.103094645
PRJNA761493	SRR15809814	0.048954308	0.48999436	0.311715864	0.058511345	0.090824122
PRJNA761493	SRR15809816	0.0628013	0.433443835	0.317957713	0.079981223	0.105815929
PRJNA761493	SRR15809818	0.053478941	0.484686224	0.286202506	0.083856684	0.091775645
PRJNA761493	SRR15809820	0.135806817	0.413620757	0.261394204	0.086464904	0.102713317
PRJNA761493	SRR15809824	0.127149219	0.462332252	0.199274944	0.097578932	0.113664652
PRJNA761493	SRR15809827	0.107371729	0.400479614	0.267133548	0.119565916	0.105449194
PRJNA761493	SRR15809829	0.059299837	0.379986541	0.347864958	0.080769963	0.132078701
PRJNA761493	SRR15809831	0.106582305	0.363724646	0.290889035	0.104240628	0.134563386
PRJNA761493	SRR15809833	0.088629983	0.427112969	0.310313072	0.08603359	0.087910386
PRJNA761493	SRR15809835	0.086673394	0.401093181	0.284690554	0.093299201	0.13424367
PRJNA761493	SRR15809837	0.14831628	0.35112222	0.261854059	0.101416323	0.137291118
PRJNA761493	SRR15809839	0.059790057	0.468558679	0.286536607	0.062087757	0.1230269
PRJNA761493	SRR15809841	0.102796111	0.379681396	0.305733476	0.104090772	0.107698246
PRJNA761493	SRR15809843	0.106289773	0.428120776	0.267340026	0.076590659	0.121658766
PRJNA761493	SRR15809847	0.076144546	0.40167678	0.263560769	0.103828254	0.154789652
PRJNA761493	SRR15809849	0.118358225	0.416345801	0.29435039	0.080422794	0.09052279
PRJNA761493	SRR15809851	0.098305158	0.407389894	0.307715616	0.072880151	0.113709181
PRJNA761493	SRR15809853	0.096117984	0.414667936	0.225001461	0.105111005	0.159101614
PRJNA761493	SRR15809855	0.09745648	0.443038988	0.270024589	0.090288544	0.099191398
PRJNA761493	SRR15809857	0.086459205	0.437091528	0.264777314	0.101257658	0.110414294
PRJNA761493	SRR15809859	0.125422712	0.368716463	0.274367178	0.062115329	0.169378319
PRJNA761493	SRR15809861	0.124323188	0.346568539	0.27262404	0.104685276	0.151798956
PRJNA761493	SRR15809863	0.140647427	0.393010244	0.287124858	0.084650753	0.094566717
PRJNA761493	SRR15809865	0.115267696	0.445575607	0.260936048	0.080968734	0.097251915
PRJNA761493	SRR15809869	0.087956306	0.315663352	0.337440308	0.102620462	0.156319572
PRJNA761493	SRR15809871	0.0695026	0.381037015	0.293374534	0.100761675	0.155324177
PRJNA761493	SRR15809873	0.078245676	0.401887313	0.281642697	0.111598365	0.126625949
PRJNA761493	SRR15809875	0.111378197	0.415247308	0.246665742	0.110208206	0.116500546
PRJNA761493	SRR15809877	0.088283975	0.429457052	0.280292328	0.089275567	0.112691079
PRJNA761493	SRR15809879	0.09822447	0.360902303	0.304325368	0.100705421	0.135842437
PRJNA761493	SRR15809881	0.102964824	0.439235367	0.278415443	0.083040875	0.09634349
PRJNA761493	SRR15809883	0.121827396	0.335085787	0.312229202	0.086688853	0.144168762
PRJNA761493	SRR15809885	0.090625678	0.416685698	0.251231492	0.104476689	0.136980442
PRJNA761493	SRR15809887	0.0769246	0.391748556	0.320106025	0.078405728	0.132815091
PRJNA761493	SRR15809893	0.148481944	0.301301198	0.284745618	0.108173007	0.157298233
PRJNA761493	SRR15809895	0.128456612	0.369319532	0.258740872	0.084986923	0.158496061
PRJNA761493	SRR15809897	0.091342979	0.355235086	0.318717948	0.109375623	0.125328364
PRJNA761493	SRR15809899	0.118668037	0.347080885	0.273944808	0.127929198	0.132377071
PRJNA761493	SRR15809901	0.171180228	0.349420672	0.230612476	0.092063853	0.15672277
PRJNA761493	SRR15809903	0.154870502	0.293308653	0.240248511	0.121553872	0.190018462
PRJNA761493	SRR15809905	0.073516984	0.402287308	0.250225687	0.117408622	0.156561399
PRJNA761493	SRR15809907	0.126445786	0.389566847	0.279164002	0.083483772	0.121339593
PRJNA761493	SRR15809909	0.103150477	0.342828368	0.310631205	0.104715135	0.138674815
PRJNA761493	SRR15809911	0.089795	0.403522066	0.2715022	0.11412222	0.121058515
PRJNA761493	SRR15809915	0.104729194	0.329454635	0.269357466	0.140565146	0.155893559
PRJNA761493	SRR15809918	0.116979455	0.391082467	0.26868406	0.076487743	0.146766275
PRJNA761493	SRR15809920	0.079544711	0.356631137	0.333110228	0.093058773	0.137655151
PRJNA761493	SRR15809922	0.079530074	0.421781588	0.240839168	0.090118014	0.167731156
PRJNA761493	SRR15809924	0.087369421	0.437649212	0.286615045	0.091209417	0.097156905
PRJNA761493	SRR15809926	0.098463178	0.39663616	0.285315571	0.092713216	0.126871875
PRJNA761493	SRR15809929	0.119207092	0.341561138	0.291924478	0.082511807	0.164795485
PRJNA761493	SRR15809931	0.130040414	0.339205769	0.324892403	0.070788986	0.135072428
PRJNA761493	SRR15809933	0.214146564	0.325302016	0.265080577	0.076710568	0.118760275
PRJNA761493	SRR15809935	0.088918817	0.414313328	0.289908658	0.086081995	0.120777202
PRJNA761493	SRR15809939	0.085364803	0.348924866	0.333843777	0.112211511	0.119655043
PRJNA761493	SRR15809941	0.089180255	0.311834938	0.33632923	0.086104146	0.176551431
PRJNA761493	SRR15809943	0.083503589	0.327663882	0.346469166	0.084289849	0.158073513
PRJNA761493	SRR15809945	0.125183347	0.417412357	0.24839431	0.09315373	0.115856257
PRJNA761493	SRR15810168	0.133134853	0.243495345	0.242852932	0.072182162	0.308334707
PRJNA761493	SRR15810170	0.127731629	0.309029628	0.278135017	0.076784282	0.208319444
PRJNA761493	SRR15810174	0.159780699	0.273045041	0.255742732	0.072949645	0.238481883
PRJNA761493	SRR15810176	0.187860712	0.2754821	0.192648566	0.031216316	0.312792306
PRJNA761493	SRR15810178	0.103736299	0.244653759	0.256160005	0.06772138	0.327728558
PRJNA761493	SRR15810180	0.160141008	0.260764714	0.330433761	0.044008406	0.204652112
PRJNA761493	SRR15810182	0.173636061	0.284975488	0.290967132	0.053810218	0.196611102
PRJNA761493	SRR15810184	0.139388707	0.325535776	0.281680681	0.07936676	0.174028075
PRJNA761493	SRR15810186	0.181647225	0.285071261	0.258312199	0.070107322	0.204861994
PRJNA761493	SRR15810188	0.147902665	0.253285539	0.251640077	0.032063363	0.315108355
PRJNA761493	SRR15810190	0.152576809	0.227826868	0.276672489	0.059448062	0.283475772
PRJNA761493	SRR15810192	0.153635151	0.296364712	0.256471612	0.057701581	0.235826944
PRJNA761493	SRR15810196	0.107543032	0.290879927	0.340001826	0.063834025	0.197741191
PRJNA761493	SRR15810198	0.128883001	0.302136768	0.297147553	0.06357362	0.208259057
PRJNA761493	SRR15810200	0.152046751	0.239787703	0.331489789	0.061512877	0.21516288
PRJNA761493	SRR15810202	0.095353256	0.295843954	0.300370103	0.059716381	0.248716306
PRJNA761493	SRR15810204	0.141328567	0.23718736	0.318551098	0.057657537	0.245275438
PRJNA761493	SRR15810206	0.134916481	0.331718587	0.265765842	0.099705163	0.167893927
PRJNA761493	SRR15810208	0.211804659	0.219642797	0.23065212	0.108602313	0.22929811
PRJNA761493	SRR15810210	0.099712659	0.37006055	0.273851047	0.097564838	0.158810906
PRJNA761493	SRR15810212	0.126796937	0.300697351	0.288558364	0.117631084	0.166316264
PRJNA761493	SRR15810214	0.098253146	0.231348321	0.304168156	0.107514983	0.258715394
PRJNA761493	SRR15810218	0.143785178	0.299882868	0.274232449	0.134053894	0.148045611
PRJNA761493	SRR15810220	0.103435463	0.286488056	0.348780183	0.102443851	0.158852447
PRJNA761493	SRR15810222	0.108782679	0.308692363	0.292522083	0.108537445	0.181465431
PRJNA761493	SRR15810224	0.081544188	0.347453795	0.275499221	0.100820983	0.194681814
PRJNA761493	SRR15810226	0.142863253	0.279124534	0.299691019	0.105658051	0.172663143
PRJNA761493	SRR15810228	0.13150544	0.299481181	0.290625197	0.098734377	0.179653806
PRJNA761493	SRR15810230	0.160417617	0.313886713	0.30470123	0.069362334	0.151632106
PRJNA761493	SRR15810232	0.151065567	0.282530048	0.322064146	0.063172295	0.181167944
PRJNA761493	SRR15810234	0.12974563	0.277934725	0.386423092	0.06384887	0.142047682
PRJNA761493	SRR15810236	0.173285766	0.281071351	0.297792039	0.082168002	0.165682842
PRJNA761493	SRR15810240	0.130532549	0.352474737	0.296600029	0.070435701	0.149956983
PRJNA761493	SRR15810242	0.155305006	0.26913254	0.312003951	0.09740458	0.166153923
PRJNA761493	SRR15810244	0.164639202	0.318267281	0.255506164	0.103141891	0.158445462
PRJNA761493	SRR15810246	0.197424837	0.325941534	0.233125599	0.099017704	0.144490326
PRJNA761493	SRR15810248	0.13343279	0.376548539	0.270796137	0.096240056	0.122982478
PRJNA761493	SRR15810250	0.126479224	0.285975559	0.233630338	0.11795891	0.235955969
PRJNA761493	SRR15810252	0.14799841	0.285741359	0.281846329	0.122223858	0.162190044
PRJNA761493	SRR15810254	0.172485275	0.272124652	0.313413976	0.068195434	0.173780663
PRJNA761493	SRR15810256	0.153046565	0.308073415	0.322701727	0.070454767	0.145723526
PRJNA761493	SRR15810258	0.125210767	0.346758281	0.262522368	0.089929069	0.175579514
PRJNA761493	SRR15810262	0.146523479	0.288092282	0.310121112	0.114797919	0.140465208
PRJNA761493	SRR15810264	0.116430268	0.308101775	0.337428958	0.077682754	0.160356246
PRJNA761493	SRR15810266	0.104484695	0.295399378	0.372122021	0.074945006	0.1530489
PRJNA761493	SRR15810268	0.099673748	0.282728931	0.310650549	0.124180924	0.182765847
PRJNA761493	SRR15810270	0.143500706	0.359867683	0.255996864	0.110589364	0.130045384
PRJNA761493	SRR15810272	0.118439494	0.263213389	0.341641605	0.101039346	0.175666166
PRJNA761493	SRR15810274	0.164516457	0.360527892	0.251238646	0.070009864	0.153707142
PRJNA761493	SRR15810276	0.127522397	0.247030763	0.348121989	0.119244117	0.158080734
PRJNA761493	SRR15810278	0.214787892	0.274416258	0.28472081	0.073120127	0.152954913
PRJNA761493	SRR15810280	0.101473473	0.339536105	0.282337042	0.08309221	0.19356117
PRJNA761493	SRR15810286	0.131119966	0.29906697	0.297241664	0.099300067	0.173271333
PRJNA761493	SRR15810288	0.13778712	0.361166951	0.278873707	0.071288663	0.150883559
PRJNA761493	SRR15810290	0.105316993	0.383002712	0.246933761	0.076417915	0.188328619
PRJNA761493	SRR15810292	0.111225447	0.356436498	0.272696784	0.089478534	0.170162738
PRJNA761493	SRR15810294	0.116577306	0.3157306	0.340497551	0.060934854	0.166259689
PRJNA761493	SRR15810296	0.09964985	0.44528304	0.253451359	0.060531003	0.141084748
PRJNA761493	SRR15810298	0.124969873	0.309436702	0.297694433	0.081394224	0.186504769
PRJNA761493	SRR15810300	0.098543943	0.30532456	0.324199676	0.093842496	0.178089324
PRJNA761493	SRR15810302	0.10004598	0.368093896	0.305508132	0.078041783	0.148310208
PRJNA761493	SRR15810304	0.134651897	0.341581902	0.322845717	0.066593418	0.134327066
PRJNA761493	SRR15810308	0.149479473	0.331485071	0.262179806	0.083964106	0.172891544
PRJNA780219	SRR16939516	0.192154329	0.023961938	0.216685887	0.024010144	0.543187702
PRJNA780219	SRR16939517	0.147968867	0.022007979	0.310036727	0.049963935	0.470022491
PRJNA780219	SRR16939518	0.095650994	0.161619886	0.395217283	0.021957542	0.325554295
PRJNA780219	SRR16939519	0.067905305	0.231938994	0.360443531	0.021240387	0.318471782
PRJNA780219	SRR16939520	0.129508954	0.232420485	0.312041985	0.009852102	0.316176474
PRJNA780219	SRR16939521	0.140720058	0.147921882	0.367335304	0.011872025	0.33215073
PRJNA780219	SRR16939522	0.099656689	0.36352372	0.280319588	0.012368478	0.244131525
PRJNA780219	SRR16939523	0.069565388	0.153437384	0.352894128	0.018552177	0.405550924
PRJNA780219	SRR16939524	0.08302448	0.280744281	0.352261696	0.015471241	0.268498302
PRJNA780219	SRR16939525	0.183102757	0.321493559	0.204428221	0.012919404	0.27805606
PRJNA780219	SRR16939526	0.065145381	0.325161107	0.155873606	0.017636336	0.43618357
PRJNA780219	SRR16939527	0.100057327	0.160010801	0.271215711	0.02540331	0.44331285
PRJNA780219	SRR16939528	0.112340005	0.268125091	0.285355216	0.011340019	0.322839668
PRJNA780219	SRR16939529	0.092228582	0.314981056	0.224154804	0.006983364	0.361652193
PRJNA780219	SRR16939530	0.091195438	0.205081431	0.410131318	0.013835642	0.279756171
PRJNA780219	SRR16939531	0.129962735	0.269896651	0.27479375	0.007847469	0.317499396
PRJNA780219	SRR16939532	0.105688175	0.281532421	0.280683998	0.013006184	0.319089223
PRJNA780219	SRR16939533	0.129074637	0.351073951	0.122574161	0.004701567	0.392575684
PRJNA780219	SRR16939534	0.144720786	0.192172114	0.34162599	0.004223496	0.317257613
PRJNA780219	SRR16939535	0.088569272	0.285344326	0.282383309	0.026396842	0.317306251
PRJNA780219	SRR16939536	0.104055648	0.314512833	0.297671231	0.009646053	0.274114235
PRJNA780219	SRR16939537	0.075451218	0.337959903	0.285851923	0.019288013	0.281448943
PRJNA780219	SRR16939538	0.167258511	0.249412314	0.319590593	0.012024814	0.251713768
PRJNA780219	SRR16939539	0.072023147	0.338106743	0.233619746	0.005499307	0.350751057
PRJNA780219	SRR16939540	0.038256714	0.247885735	0.395644274	0.010117054	0.308096223
PRJNA780219	SRR16939541	0.03188715	0.331309947	0.203075211	0.006188038	0.427539654
PRJNA780219	SRR16939542	0.060041942	0.205583151	0.32112433	0.016167758	0.397082819
PRJNA780219	SRR16939543	0.056137735	0.270006805	0.250971663	0.012670573	0.410213224
PRJNA780219	SRR16939544	0.159226118	0.303517217	0.277834039	0.015172916	0.24424971
PRJNA780219	SRR16939545	0.083489676	0.334827196	0.26906063	0.018217644	0.294404855
PRJNA780219	SRR16939546	0.02468124	0.24800514	0.338747746	0.022320014	0.36624586
PRJNA780219	SRR16939547	0.101711626	0.138784463	0.269796805	0.003778033	0.485929073
PRJNA780219	SRR16939548	0.198915721	0.191567645	0.178696686	0.000600618	0.430219329
PRJNA780219	SRR16939549	0.073840373	0.174521569	0.260441578	0.006169628	0.485026852
PRJNA780219	SRR16939550	0.11030559	0.16222824	0.257370599	0.007582625	0.462512946
PRJNA780219	SRR16939551	0.172686738	0.201638995	0.205747612	0.009184169	0.410742486
PRJNA780219	SRR16939552	0.170207363	0.279627204	0.255542585	0.007812245	0.286810603
PRJNA780219	SRR16939553	0.081235432	0.099281946	0.405265964	0.00635708	0.407859578
PRJNA780219	SRR16939554	0.128454812	0.224225988	0.212054105	0.010163974	0.42510112
PRJNA780219	SRR16939555	0.087332523	0.109419554	0.198910074	0.004610031	0.599727818
PRJNA780219	SRR16939556	0.141740605	0.151411078	0.224113762	0.004654176	0.478080379
PRJNA780219	SRR16939557	0.056349956	0.274500979	0.222002403	0.005061878	0.442084783
PRJNA780219	SRR16939558	0.123105487	0.286827446	0.215721045	0.021135427	0.353210596
PRJNA780219	SRR16939559	0.027126825	0.233881196	0.288504155	0.010502009	0.439985816
PRJNA780219	SRR16939560	0.227278111	0.170630485	0.300037794	0.002118149	0.299935461
PRJNA780219	SRR16939561	0.100759254	0.211899093	0.232430121	0.001196723	0.453714809
PRJNA780219	SRR16939562	0.158926927	0.187103188	0.209091972	0.00257846	0.442299454
PRJNA780219	SRR16939563	0.132982516	0.184348428	0.201013781	0.007452101	0.474203174
PRJNA780219	SRR16939564	0.24555163	0.23394134	0.16484523	0.000931676	0.354730124
PRJNA780219	SRR16939565	0.178880565	0.167748502	0.208158197	0.004908817	0.44030392
PRJNA780219	SRR16939566	0.055051254	0.164422393	0.346503275	0.002365133	0.431657945
PRJNA780219	SRR16939567	0.056510321	0.218413938	0.172839804	0.001207131	0.551028805
PRJNA780219	SRR16939568	0.129688119	0.175456321	0.415160037	0.009875903	0.26981962
PRJNA780219	SRR16939569	0.089826092	0.346072079	0.293872118	0.008677339	0.261552372
PRJNA780219	SRR16939570	0.084991077	0.194125245	0.374020632	0.003188817	0.343674229
PRJNA780219	SRR16939571	0.09994811	0.234899595	0.203801703	0.004566128	0.456784463
PRJNA780219	SRR16939572	0.120110497	0.290456059	0.214757169	0.007093341	0.367582934
PRJNA780219	SRR16939573	0.076495071	0.319035311	0.272509306	0.018080801	0.313879511
PRJNA780219	SRR16939574	0.336257219	0.196836848	0.161875832	0.004362391	0.30066771
PRJNA780219	SRR16939575	0.287760674	0.18896556	0.190285238	0.005875442	0.327113087
PRJNA780219	SRR16939576	0.136499708	0.247553389	0.177561746	0.00428477	0.434100387
PRJNA780219	SRR16939577	0.125837721	0.302104923	0.318695414	0.007440454	0.245921488
PRJNA780219	SRR16939578	0.166532612	0.162473496	0.27623778	0.005801562	0.38895455
PRJNA780219	SRR16939579	0.066688157	0.318768293	0.286236281	0.009526037	0.318781232
PRJNA780219	SRR16939580	0.083496733	0.23644522	0.191212947	0.003964853	0.484880248
PRJNA780219	SRR16939581	0.106151092	0.376963475	0.249889085	0.010827564	0.256168783
PRJNA780219	SRR16939582	0.113638763	0.284815575	0.251304002	0.016259141	0.333982519
PRJNA780219	SRR16939583	0.067121276	0.305598264	0.254283355	0.005281718	0.367715388
PRJNA780219	SRR16939584	0.049954418	0.357582558	0.232347425	0.006852392	0.353263207
PRJNA780219	SRR16939585	0.092742762	0.24877494	0.180695432	0.005212296	0.47257457
PRJNA780219	SRR16939586	0.111871776	0.213075825	0.352497267	0.016639438	0.305915694
PRJNA780219	SRR16939587	0.062351808	0.196845062	0.360004343	0.007449308	0.373349479
PRJNA780219	SRR16939588	0.06869924	0.267826328	0.310947047	0.020902246	0.331625141
PRJNA780219	SRR16939589	0.119818856	0.195075299	0.385895751	0.010102288	0.289107806
PRJNA780219	SRR16939590	0.035708502	0.300256353	0.259945062	0.007718933	0.39637115
PRJNA780219	SRR16939591	0.05135503	0.307803726	0.221222566	0.007754731	0.411863947
PRJNA780219	SRR16939592	0.069547592	0.378459257	0.221343197	0.006324083	0.324325872
PRJNA780219	SRR16939593	0.247798392	0.167837922	0.296051954	0.009059654	0.279252078
PRJNA780219	SRR16939594	0.156321273	0.245380501	0.28815075	0.014809438	0.295338038
PRJNA780219	SRR16939595	0.140679772	0.147675153	0.265163495	0.003157023	0.443324557
PRJNA780219	SRR16939596	0.083779337	0.179613407	0.236149097	0.005946346	0.494511813
PRJNA780219	SRR16939597	0.101529947	0.19948381	0.210165295	0.005668908	0.483152041
PRJNA780219	SRR16939598	0.115589022	0.27572745	0.22202937	0.00813097	0.378523188
PRJNA780219	SRR16939599	0.155418887	0.107026569	0.26000637	0.001139541	0.476408633
PRJNA780219	SRR16939600	0.09209346	0.260601626	0.32143556	0.009608805	0.31626055
PRJNA780219	SRR16939601	0.167349511	0.184174663	0.319950985	0.009026014	0.319498826
PRJNA780219	SRR16939602	0.124502755	0.103479709	0.436732457	0.007625665	0.327659414
PRJNA780219	SRR16939603	0.160032508	0.081981012	0.29843405	0.007935394	0.451617035
PRJNA780219	SRR16939604	0.081602318	0.199666201	0.239501421	0.00645015	0.47277991
PRJNA780219	SRR16939605	0.150435041	0.105226982	0.30911504	0.00518031	0.430042627
PRJNA780219	SRR16939606	0.128834724	0.13096376	0.327922451	0.014648059	0.397631005
PRJNA780219	SRR16939607	0.084532519	0.225571616	0.379560887	0.013773592	0.296561386
PRJNA780219	SRR16939608	0.095438012	0.126780761	0.356794692	0.006327708	0.414658827
PRJNA780219	SRR16939609	0.160796776	0.252754612	0.251295432	0.003888849	0.331264331
PRJNA780219	SRR16939610	0.111529726	0.213552509	0.213421948	0.007688034	0.453807783
PRJNA780219	SRR16939611	0.11068248	0.112353552	0.288781734	0.002668642	0.485513591
PRJNA780219	SRR16939612	0.08763443	0.221974939	0.238383389	0.004527433	0.447479809
PRJNA780219	SRR16939613	0.100824622	0.174539791	0.312260895	0.00708461	0.405290082
PRJNA780219	SRR16939614	0.098155674	0.146538712	0.250006472	0.004975131	0.500324012
PRJNA780219	SRR16939615	0.081106862	0.244766872	0.22931687	0.008971101	0.435838295
PRJNA780219	SRR16939616	0.312090159	0.23316106	0.178491327	0.009636171	0.266621283
PRJNA780219	SRR16939617	0.115664725	0.168248851	0.220551009	0.007998965	0.487536451
PRJNA780219	SRR16939618	0.16689747	0.254365332	0.258007743	0.00477811	0.315951345
PRJNA780219	SRR16939619	0.082565313	0.324758102	0.340468885	0.007888404	0.244319296
PRJNA780219	SRR16939620	0.079621471	0.167029417	0.338231555	0.00255526	0.412562296
PRJNA780219	SRR16939621	0.108216215	0.194734101	0.359780681	0.01111906	0.326149943
PRJNA847592	SRR19625219	0	0.200172476	0.396855799	0.04264497	0.360326755
PRJNA847592	SRR19625220	0.002539876	0.382792103	0.18411632	0.000183318	0.430368383
PRJNA847592	SRR19625221	0.010938793	0.354525426	0.157272715	0.006321962	0.470941104
PRJNA847592	SRR19625222	0.009527869	0.384681319	0.211946727	0.018743953	0.375100132
PRJNA847592	SRR19625223	0.023475497	0.286968844	0.305375038	0.017966553	0.366214067
PRJNA847592	SRR19625224	0.052177935	0.197196653	0.336483201	0.00985437	0.404287841
PRJNA847592	SRR19625225	0.026017293	0.215504127	0.283859463	0.010364839	0.464254278
PRJNA847592	SRR19625226	0.002393791	0.243837262	0.281148367	0.020101366	0.452519214
PRJNA847592	SRR19625227	0.011539656	0.097093709	0.463451896	0.00266296	0.425251779
PRJNA847592	SRR19625228	0.004453783	0.124394572	0.44219226	0.00920833	0.419751056
PRJNA847592	SRR19625229	0.003998013	0.357077797	0.206999506	0.018598322	0.41332636
PRJNA847592	SRR19625230	0.077005542	0.382955096	0.210802331	0.013868387	0.315368644
PRJNA847592	SRR19625231	0.001113601	0.36009031	0.2983173	0.02727187	0.313206919
PRJNA847592	SRR19625232	0.01546608	0.098454367	0.458854446	0.007831897	0.41939321
PRJNA847592	SRR19625233	0.003389817	0.066971695	0.367703557	0.005025768	0.556909164
PRJNA847592	SRR19625234	0.018384925	0.178146174	0.26396222	0.005041601	0.53446508
PRJNA847592	SRR19625235	0.002984318	0.261032311	0.341301614	0.018241966	0.376439792
PRJNA847592	SRR19625236	0.024847687	0.366906753	0.220508198	0.019825988	0.367911375
PRJNA847592	SRR19625237	0.006502976	0.48665143	0.222978798	0.016197953	0.267668843
PRJNA847592	SRR19625238	0.028058828	0.350432061	0.139646879	0.019132745	0.462729487
PRJNA847592	SRR19625239	0.006118127	0.199641531	0.338878376	0.006933419	0.448428547
PRJNA847592	SRR19625240	0.038452055	0.388370394	0.219956877	0.015628407	0.337592268
PRJNA847592	SRR19625241	0.025872488	0.178471483	0.359608292	0.018812855	0.417234882
PRJNA847592	SRR19625242	0.009423279	0.258456577	0.406276737	0.017473316	0.308370091
PRJNA847592	SRR19625244	0.01124298	0.406163983	0.174431586	0.008845327	0.399316123
PRJNA847592	SRR19625245	0.002523266	0.269178533	0.316358826	0.0096742	0.402265175
PRJNA847592	SRR19625246	0.002329483	0.162510501	0.240371958	0.006136064	0.588651994
PRJNA847592	SRR19625247	0.039204068	0.268903267	0.187175664	0.002289885	0.502427116
PRJNA847592	SRR19625248	0.006070277	0.161595631	0.29283105	0.004524383	0.534978659
PRJNA847592	SRR19625249	0.010916369	0.286428857	0.202592534	0.003377385	0.496684854
PRJNA847592	SRR19625250	0.008441649	0.324417193	0.257479901	0.010724284	0.398936973
PRJNA847592	SRR19625251	0.035107358	0.24614208	0.291490177	0.006800843	0.420459541
PRJNA847592	SRR19625252	0.031754762	0.053614636	0.365846112	0.005546189	0.543238301
PRJNA847592	SRR19625253	0.017304136	0.135994121	0.382375073	0.00492998	0.45939669
PRJNA847592	SRR19625254	0.013701941	0.23423193	0.315784805	0.006127668	0.430153657
PRJNA847592	SRR19625255	0.020279354	0.108768016	0.427144754	0.006999627	0.436808249
PRJNA847592	SRR19625256	0.010966189	0.189000555	0.400857896	0.007423815	0.391751545
PRJNA847592	SRR19625257	0.089729621	0.391552318	0.175256671	0.006735246	0.336726144
PRJNA847592	SRR19625258	0.014813318	0.214141345	0.277952172	0.002648885	0.49044428
PRJNA847592	SRR19625259	0.018797634	0.245501735	0.262636425	0.001914562	0.471149644
PRJNA847592	SRR19625260	0.080112073	0.087925151	0.285985775	0.00328338	0.54269362
PRJNA847592	SRR19625261	0.014466753	0.219456208	0.23421542	0.011087223	0.520774396
PRJNA847592	SRR19625262	0.020524785	0.19943396	0.210925446	0.003810598	0.56530521
PRJNA847592	SRR19625263	0.009688192	0.133275672	0.34995387	0.004081793	0.503000473
PRJNA847592	SRR19625264	0.024969626	0.287664745	0.276614519	0.006320134	0.404430976
PRJNA847592	SRR19625265	0.012325792	0.165940043	0.376582788	0.007195109	0.437956269
PRJNA847592	SRR19625267	0.045563876	0.079963531	0.322026358	0.007076766	0.545369469
PRJNA847592	SRR19625269	0.021586986	0.114986514	0.41607319	0.008081443	0.439271866
PRJNA847592	SRR19625270	0.025382758	0.068652013	0.354434605	0.003499315	0.548031309
PRJNA847592	SRR19625271	0.008099887	0.104079836	0.423609642	0.003718273	0.460492362
PRJNA847592	SRR19625272	0.004304378	0.118397566	0.40088929	0.005576242	0.470832524
PRJNA847592	SRR19625273	0.011588378	0.285815443	0.243110202	0.007390341	0.452095637
PRJNA847592	SRR19625274	0.018688532	0.250359146	0.270830439	0.005760084	0.454361799
PRJNA847592	SRR19625275	0.04024988	0.118752687	0.474277372	0.012215504	0.354504557
PRJNA847592	SRR19625276	0.005684612	0.159047314	0.35104243	0.007121882	0.477103762
PRJNA847592	SRR19625277	0.037575163	0.122138563	0.456124845	0.014936535	0.369224894
PRJNA847592	SRR19625278	0.0378795	0.160501791	0.342435631	0.002158287	0.45702479
PRJNA847592	SRR19625279	0.032044865	0.140287651	0.356708759	0.004216268	0.466742456
PRJNA847592	SRR19625282	0.021000766	0.267807641	0.322399777	0.002888017	0.385903799
PRJNA847592	SRR19625283	0.036910926	0.247504654	0.23944357	0.003323855	0.472816994
PRJNA847592	SRR19625284	0.023683789	0.322747184	0.254057762	0.003508623	0.396002643
PRJNA847592	SRR19625285	0.033680761	0.097404681	0.35775225	0.003250032	0.507912275
PRJNA847592	SRR19625286	0.019773956	0.213849709	0.305000221	0.003203804	0.45817231
PRJNA847592	SRR19625287	0.020929805	0.143490725	0.358212555	0.001801296	0.475565619
PRJNA847592	SRR19625288	0.010963119	0.205163141	0.383018489	0.007732854	0.393122397
PRJNA906953	SRR22462591	0	0.3989476	0.231271809	0.077505299	0.292275292
PRJNA906953	SRR22462598	0.002267159	0.185071294	0.405483045	0.006021745	0.401156757
PRJNA906953	SRR22462599	0.001121119	0.147564356	0.373159123	0.039779132	0.438376269
